model,language,label,f1,precision,recall
Logistic regression,khm,dehumanization,0.05405405405405405,0.047619047619047616,0.0625
Logistic regression,khm,extreme_language,0.2380952380952381,0.17857142857142858,0.35714285714285715
Logistic regression,khm,lack_of_empathy,0.345679012345679,0.2755905511811024,0.46357615894039733
Logistic regression,khm,invalidation,0.2109704641350211,0.1592356687898089,0.3125
Logistic regression,nep,stereotype,0.7599999999999999,0.8941176470588236,0.6608695652173913
Logistic regression,nep,vilification,0.7368421052631577,0.7205882352941176,0.7538461538461538
Logistic regression,nep,dehumanization,0.29787234042553196,0.35,0.25925925925925924
Logistic regression,nep,extreme_language,0.680327868852459,0.6194029850746269,0.7545454545454545
Logistic regression,nep,lack_of_empathy,0.36144578313253006,0.4838709677419355,0.28846153846153844
Logistic regression,nep,invalidation,0.8088235294117647,0.8208955223880597,0.7971014492753623
Logistic regression,ori,stereotype,0.23529411764705885,0.16806722689075632,0.39215686274509803
Logistic regression,ori,vilification,0.3558282208588957,0.2761904761904762,0.5
Logistic regression,ori,dehumanization,0.0,0.0,0.0
Logistic regression,ori,extreme_language,0.3176470588235294,0.24770642201834864,0.4426229508196721
Logistic regression,ori,lack_of_empathy,0.0,0.0,0.0
Logistic regression,ori,invalidation,0.08695652173913045,0.058823529411764705,0.16666666666666666
Logistic regression,pan,stereotype,0.1925925925925926,0.14130434782608695,0.3023255813953488
Logistic regression,pan,vilification,0.6470588235294118,0.5892857142857143,0.717391304347826
Logistic regression,pan,dehumanization,0.5780346820809249,0.5617977528089888,0.5952380952380952
Logistic regression,pan,extreme_language,0.5376344086021506,0.46296296296296297,0.6410256410256411
Logistic regression,pan,lack_of_empathy,0.18897637795275588,0.14457831325301204,0.2727272727272727
Logistic regression,pan,invalidation,0.4120603015075377,0.3761467889908257,0.45555555555555555
Logistic regression,spa,stereotype,0.46075949367088614,0.41363636363636364,0.52
Logistic regression,spa,vilification,0.5781249999999999,0.6379310344827587,0.5285714285714286
Logistic regression,spa,dehumanization,0.18421052631578944,0.14736842105263157,0.24561403508771928
Logistic regression,spa,extreme_language,0.4092409240924092,0.3924050632911392,0.42758620689655175
Logistic regression,spa,lack_of_empathy,0.3887323943661971,0.35751295336787564,0.42592592592592593
Logistic regression,spa,invalidation,0.5263157894736841,0.5333333333333333,0.5194805194805194
Logistic regression,swa,stereotype,0.7256478999106345,0.7518518518518519,0.7012089810017271
Logistic regression,swa,vilification,0.6610312764158918,0.6441515650741351,0.6788194444444444
Logistic regression,swa,dehumanization,0.2769857433808554,0.22895622895622897,0.35051546391752575
Logistic regression,swa,extreme_language,0.4342581423401689,0.3854389721627409,0.4972375690607735
Logistic regression,swa,lack_of_empathy,0.5338809034907597,0.46846846846846846,0.6205250596658711
Logistic regression,swa,invalidation,0.4767879548306148,0.4148471615720524,0.56047197640118
Logistic regression,tel,stereotype,0.19631901840490798,0.13445378151260504,0.36363636363636365
Logistic regression,tel,vilification,0.47098976109215024,0.372972972972973,0.6388888888888888
Logistic regression,tel,dehumanization,0.13793103448275862,0.1111111111111111,0.18181818181818182
Logistic regression,tel,extreme_language,0.3157894736842105,0.24193548387096775,0.45454545454545453
Logistic regression,tel,lack_of_empathy,0.5246913580246914,0.40476190476190477,0.7456140350877193
Logistic regression,tel,invalidation,0.47811447811447816,0.36597938144329895,0.6893203883495146
Logistic regression,tur,stereotype,0.6262626262626263,0.5990338164251208,0.656084656084656
Logistic regression,tur,vilification,0.5882352941176471,0.5555555555555556,0.625
Logistic regression,tur,dehumanization,0.25,0.25,0.25
Logistic regression,tur,extreme_language,0.6430260047281323,0.6181818181818182,0.6699507389162561
Logistic regression,tur,lack_of_empathy,0.19512195121951217,0.25,0.16
Logistic regression,tur,invalidation,0.0,0.0,0.0
Logistic regression,urd,stereotype,0.7961722488038278,0.6968174204355109,0.9285714285714286
Logistic regression,urd,vilification,0.8211306765523633,0.729818780889621,0.9385593220338984
Logistic regression,urd,dehumanization,0.7367205542725174,0.6845493562231759,0.7975
Logistic regression,urd,extreme_language,0.8015414258188825,0.7111111111111111,0.9183222958057395
Logistic regression,urd,lack_of_empathy,0.7497219132369298,0.6905737704918032,0.8199513381995134
Logistic regression,urd,invalidation,0.7580993520518359,0.685546875,0.8478260869565217
Logistic regression,zho,stereotype,0.5009708737864078,0.5,0.5019455252918288
Logistic regression,zho,vilification,0.3295454545454546,0.29896907216494845,0.3670886075949367
Logistic regression,zho,dehumanization,0.0945945945945946,0.07291666666666667,0.1346153846153846
Logistic regression,zho,extreme_language,0.1641025641025641,0.13445378151260504,0.21052631578947367
Logistic regression,zho,lack_of_empathy,0.26666666666666666,0.23529411764705882,0.3076923076923077
Logistic regression,zho,invalidation,0.19672131147540986,0.15384615384615385,0.2727272727272727
